Symbol,Name,결산월,회계년,주기,당기순이익률(%),매출총이익률(%),영업이익률(%),자본금영업이익률(%),자본금세전계속사업이익률(%),*영업수익/영업비용(%),ROE(세전계속사업이익)(%),자본금세전계속사업이익률(%),자본금지배주주순이익률(%)
A051630,진양화학,12,2013,Annual,5.10,16.43,7.26,85.08,82.98,107.83,18.88,82.98,59.68
A051630,진양화학,12,2014,Annual,6.62,16.15,7.63,100.91,109.95,108.26,23.06,109.95,87.45
A051630,진양화학,12,2015,Annual,3.63,14.84,4.04,47.69,49.41,104.21,9.87,49.41,42.78
A051630,진양화학,12,2016,Annual,2.28,13.72,2.23,21.44,23.99,102.28,4.74,23.99,21.87
A051630,진양화학,12,2017,Annual,-0.68,10.79,-1.35,-11.19,-9.52,98.66,-1.91,-9.52,-5.64
A051630,진양화학,12,2018,Annual,-0.67,10.47,-1.18,-9.80,-9.44,98.83,-1.95,-9.44,-5.52
A051630,진양화학,12,2019,Annual,-4.71,5.09,-6.17,-45.76,-47.24,94.19,-10.23,-47.24,-34.93
A051630,진양화학,12,2020,Annual,1.91,11.29,0.45,3.27,19.10,100.46,4.22,19.10,13.77
A051630,진양화학,12,2021,Annual,-6.36,2.09,-11.09,-64.27,-26.07,90.02,-5.90,-26.07,-36.88
A051630,진양화학,12,2022,Annual,-3.83,9.17,-3.63,-15.19,-17.83,96.50,-4.12,-17.83,-16.01
A014990,인디에프,12,2011,Annual,-10.30,34.59,-6.18,-51.66,-78.58,94.18,-19.65,-78.58,-86.11
A014990,인디에프,12,2012,Annual,-4.11,40.00,-3.16,-23.10,-29.76,96.94,-8.76,-29.76,-30.03
A014990,인디에프,12,2013,Annual,-3.11,41.57,-1.81,-12.14,-21.45,98.22,-6.82,-21.45,-20.87
A014990,인디에프,12,2014,Annual,-4.34,40.18,-1.64,-10.43,-27.04,98.39,-9.31,-27.04,-27.57
A014990,인디에프,12,2015,Annual,-3.00,51.80,-2.56,-17.00,-20.09,97.51,-7.56,-20.09,-19.96
A014990,인디에프,12,2016,Annual,-4.71,50.11,-3.46,-23.86,-32.47,96.65,-13.56,-32.47,-32.47
A014990,인디에프,12,2017,Annual,0.38,52.34,0.81,5.56,2.59,100.82,1.16,2.59,2.59
A014990,인디에프,12,2018,Annual,0.11,52.46,1.02,6.84,1.06,101.03,0.47,1.06,0.77
A014990,인디에프,12,2019,Annual,-1.60,50.72,-0.78,-5.36,-10.99,99.23,-5.02,-10.99,-10.99
A014990,인디에프,12,2020,Annual,-14.19,45.96,-13.09,-67.88,-73.54,88.42,-41.73,-73.54,-73.55
A014990,인디에프,12,2021,Annual,-12.34,47.46,-14.63,-67.14,-56.61,87.23,-44.27,-56.61,-56.62
A014990,인디에프,12,2022,Annual,-7.52,49.26,-9.62,-36.83,-29.96,91.22,-26.59,-29.96,-28.78
A015260,에이엔피,12,2011,Annual,-0.90,8.95,2.27,72.04,-7.18,102.32,-1.43,-7.18,-38.84
A015260,에이엔피,12,2012,Annual,0.55,10.90,3.89,106.51,34.13,104.05,8.14,34.13,11.36
A015260,에이엔피,12,2013,Annual,-0.36,9.50,2.49,63.18,13.73,102.55,3.68,13.73,-5.06
A015260,에이엔피,12,2014,Annual,0.42,10.39,2.78,70.76,37.53,102.86,10.50,37.53,8.01
A015260,에이엔피,12,2015,Annual,-0.68,9.72,1.85,50.70,9.41,101.89,3.03,9.41,-18.74
A015260,에이엔피,12,2016,Annual,5.17,6.32,1.16,5.23,23.49,101.17,8.41,23.49,23.14
A015260,에이엔피,12,2017,Annual,-12.53,-0.47,-5.90,-24.61,-51.67,94.42,-20.12,-51.67,-50.93
A015260,에이엔피,12,2018,Annual,-6.65,1.76,-4.38,-14.39,-21.83,95.80,-11.65,-21.83,-22.50
A015260,에이엔피,12,2019,Annual,-7.34,0.22,-6.21,-15.87,-19.32,94.16,-12.83,-19.32,-18.32
A015260,에이엔피,12,2020,Annual,-30.08,-8.18,-14.13,-44.33,-92.66,87.62,-49.62,-92.66,-94.41
A015260,에이엔피,12,2021,Annual,-17.24,-10.79,-17.27,-108.39,-108.22,85.27,-33.82,-108.22,-108.22
A015260,에이엔피,12,2022,Annual,-28.25,-2.64,-9.94,-67.89,-193.00,90.96,-101.15,-193.00,-193.00
A009440,KC그린홀딩스,12,2011,Annual,6.01,17.43,7.28,207.88,217.36,107.85,15.28,217.36,87.52
A009440,KC그린홀딩스,12,2012,Annual,7.62,17.50,9.25,414.45,445.82,110.19,27.93,445.82,211.33
A009440,KC그린홀딩스,12,2013,Annual,2.97,12.96,4.28,186.02,191.09,104.47,10.61,191.09,82.64
A009440,KC그린홀딩스,12,2014,Annual,0.01,15.65,4.64,158.72,141.86,104.86,7.84,141.86,21.82
A009440,KC그린홀딩스,12,2015,Annual,3.55,16.66,4.27,143.72,112.32,104.46,6.46,112.32,121.29
A009440,KC그린홀딩스,12,2016,Annual,1.72,18.24,6.61,230.64,153.25,107.08,8.51,153.25,41.63
A009440,KC그린홀딩스,12,2017,Annual,2.66,19.12,5.60,176.06,157.02,105.94,7.72,157.02,45.75
A009440,KC그린홀딩스,12,2018,Annual,3.51,19.68,2.48,118.35,199.93,102.55,8.39,199.93,114.20
A009440,KC그린홀딩스,12,2019,Annual,2.05,19.81,3.08,191.78,190.83,103.18,7.37,190.83,72.84
A009440,KC그린홀딩스,12,2020,Annual,-11.60,9.21,-7.04,-427.20,-611.66,93.42,-26.17,-611.66,-329.73
A009440,KC그린홀딩스,12,2021,Annual,1.60,14.73,4.46,243.85,219.69,104.67,10.06,219.69,24.14
A009440,KC그린홀딩스,12,2022,Annual,-2.65,11.33,1.78,101.81,-17.85,101.81,-0.77,-17.85,-27.03
A012160,영흥,12,2011,Annual,7.02,14.34,6.01,37.75,54.59,106.40,8.91,54.59,44.04
A012160,영흥,12,2012,Annual,2.45,9.46,3.07,56.85,59.00,103.17,4.89,59.00,29.41
A012160,영흥,12,2013,Annual,3.17,10.88,4.19,50.34,43.49,104.38,5.12,43.49,35.55
A012160,영흥,12,2014,Annual,1.19,11.45,1.44,7.79,10.71,101.46,2.45,10.71,5.30
A012160,영흥,12,2015,Annual,1.99,12.05,1.41,7.49,15.05,101.43,3.40,15.05,9.38
A012160,영흥,12,2016,Annual,0.18,11.59,0.28,1.25,0.11,100.28,0.03,0.11,0.65
A012160,영흥,12,2017,Annual,-2.36,11.51,0.61,2.52,-13.15,100.61,-3.32,-13.15,-9.79
A012160,영흥,12,2018,Annual,-2.65,9.99,-0.87,-3.98,-13.75,99.14,-3.54,-13.75,-12.15
A012160,영흥,12,2019,Annual,0.54,10.54,1.72,7.92,3.41,101.75,0.88,3.41,2.49
A012160,영흥,12,2020,Annual,-11.39,-0.07,-11.22,-50.20,-52.97,89.91,-15.11,-52.97,-45.16
A012160,영흥,12,2021,Annual,2.44,10.80,1.63,13.76,6.98,101.66,1.97,6.98,11.52
A012160,영흥,12,2022,Annual,-0.54,8.19,0.80,8.34,-4.43,100.81,-1.13,-4.43,-0.65
A023960,에쓰씨엔지니어링,12,2011,Annual,-8.13,3.68,-7.19,-437.16,-510.64,93.29,-18.62,-510.64,-144.14
A023960,에쓰씨엔지니어링,12,2012,Annual,-0.56,12.41,1.64,102.95,-101.17,101.67,-4.19,-101.17,-77.49
A023960,에쓰씨엔지니어링,12,2013,Annual,-9.63,8.63,-5.72,-285.85,-453.71,94.59,-21.47,-453.71,-184.25
A023960,에쓰씨엔지니어링,12,2014,Annual,-12.26,7.92,-10.05,-494.45,-639.20,90.87,-41.31,-639.20,-356.08
A023960,에쓰씨엔지니어링,12,2015,Annual,1.15,10.71,0.72,58.01,99.48,100.72,5.64,99.48,44.55
A023960,에쓰씨엔지니어링,12,2016,Annual,-6.34,7.26,-3.45,-210.57,-429.62,96.66,-15.34,-429.62,-245.00
A023960,에쓰씨엔지니어링,12,2017,Annual,-5.74,10.85,1.88,89.30,-161.49,101.91,-5.23,-161.49,-162.30
A023960,에쓰씨엔지니어링,12,2018,Annual,-4.67,11.69,-1.31,-36.40,-163.18,98.71,-9.67,-163.18,-2.82
A023960,에쓰씨엔지니어링,12,2019,Annual,-1.82,14.77,1.20,23.08,-36.18,101.22,-3.01,-36.18,-2.87
A023960,에쓰씨엔지니어링,12,2020,Annual,-1.55,11.48,-2.76,-15.99,-72.10,97.31,-10.31,-72.10,-23.97
A023960,에쓰씨엔지니어링,12,2021,Annual,-10.46,9.79,-8.76,-47.26,-59.00,91.95,-25.79,-59.00,-54.48
A023960,에쓰씨엔지니어링,12,2022,Annual,4.74,16.28,5.66,49.83,47.05,106.00,17.23,47.05,34.44
A009460,한창제지,12,2011,Annual,0.25,12.94,2.18,14.58,1.70,102.23,0.96,1.70,1.70
A009460,한창제지,12,2012,Annual,0.38,14.20,1.86,10.89,2.22,101.89,1.34,2.22,2.22
A009460,한창제지,12,2013,Annual,-6.38,15.81,3.18,19.31,-38.80,103.28,-26.97,-38.80,-38.80
A009460,한창제지,12,2014,Annual,1.35,16.24,3.86,22.54,10.02,104.01,7.82,10.02,7.87
A009460,한창제지,12,2015,Annual,1.92,16.58,4.32,25.62,14.53,104.52,10.58,14.53,11.38
A009460,한창제지,12,2016,Annual,8.30,18.30,7.30,47.59,50.40,107.87,29.67,50.40,54.09
A009460,한창제지,12,2017,Annual,5.88,18.45,8.72,58.69,49.58,109.55,22.94,49.58,39.63
A009460,한창제지,12,2018,Annual,4.81,15.61,5.83,39.06,40.49,106.19,16.40,40.49,32.27
A009460,한창제지,12,2019,Annual,4.07,14.89,5.98,36.37,33.74,106.36,12.35,33.74,24.72
A009460,한창제지,12,2020,Annual,6.18,20.87,10.06,57.81,48.05,111.18,15.87,48.05,35.50
A009460,한창제지,12,2021,Annual,8.24,21.42,9.75,59.54,57.46,110.80,16.87,57.46,50.35
A009460,한창제지,12,2022,Annual,0.59,12.28,0.60,4.31,3.46,100.60,0.94,3.46,4.23
A004870,티웨이홀딩스,12,2011,Annual,-63.48,-0.59,-33.94,-189.45,-354.30,74.66,-71.63,-354.30,-354.30
A004870,티웨이홀딩스,12,2012,Annual,-58.03,15.80,-21.83,-33.12,-47.37,82.08,-13.55,-47.37,-88.06
A004870,티웨이홀딩스,12,2013,Annual,4.08,14.02,2.23,46.50,82.54,102.28,22.30,82.54,65.85
A004870,티웨이홀딩스,12,2014,Annual,3.05,13.64,3.38,102.92,92.88,103.49,20.71,92.88,76.56
A004870,티웨이홀딩스,12,2015,Annual,0.93,11.99,1.41,51.59,34.06,101.43,6.39,34.06,28.41
A004870,티웨이홀딩스,12,2016,Annual,0.87,12.90,3.46,177.69,52.57,103.58,9.10,52.57,41.09
A004870,티웨이홀딩스,12,2017,Annual,6.06,16.38,7.43,208.83,193.10,108.03,59.45,193.10,136.42
A004870,티웨이홀딩스,12,2018,Annual,4.59,14.73,5.87,118.24,117.03,106.23,22.70,117.03,67.87
A004870,티웨이홀딩스,12,2019,Annual,-5.83,6.49,-2.90,-62.38,-161.21,97.18,-23.10,-161.21,-77.68
A004870,티웨이홀딩스,12,2020,Annual,-52.15,-49.85,-64.19,-463.59,-471.81,60.91,-94.33,-471.81,-222.91
A004870,티웨이홀딩스,12,2021,Annual,-72.08,-47.07,-65.50,-319.15,-446.09,60.42,-182.93,-446.09,-165.26
A004870,티웨이홀딩스,12,2022,Annual,462.66,6.16,-16.24,-3.40,-36.20,86.03,-15.60,-36.20,96.95
A010600,웰바이오텍,12,2011,Annual,1.42,11.70,3.08,11.70,7.64,103.17,6.24,7.64,5.02
A010600,웰바이오텍,12,2012,Annual,-2.15,11.01,2.35,54.24,-48.64,102.41,-7.62,-48.64,-49.66
A010600,웰바이오텍,12,2013,Annual,1.75,9.74,1.41,29.30,44.87,101.43,7.74,44.87,35.87
A010600,웰바이오텍,12,2014,Annual,-5.63,8.16,0.14,2.28,-82.72,100.14,-16.06,-82.72,-90.44
A010600,웰바이오텍,12,2015,Annual,0.49,9.46,1.85,27.23,20.19,101.88,4.30,20.19,7.22
A010600,웰바이오텍,12,2016,Annual,-2.88,9.26,-0.48,-5.34,-26.99,99.53,-5.84,-26.99,-32.13
A010600,웰바이오텍,12,2017,Annual,-12.35,3.92,-7.25,-67.28,-118.53,93.24,-29.77,-118.53,-114.65
A010600,웰바이오텍,12,2018,Annual,-22.06,4.55,-11.43,-64.75,-110.83,89.74,-28.02,-110.83,-119.26
A010600,웰바이오텍,12,2019,Annual,-31.63,16.26,-12.32,-32.25,-27.18,89.03,-7.15,-27.18,-76.52
A010600,웰바이오텍,12,2020,Annual,-112.24,10.60,-20.80,-56.94,-231.56,82.78,-107.50,-231.56,-305.39
A010600,웰바이오텍,12,2021,Annual,-30.72,8.57,-3.99,-16.61,-132.92,96.17,-122.28,-132.92,-128.01
A010600,웰바이오텍,12,2022,Annual,-13.30,14.05,1.43,7.23,-62.77,101.45,-54.28,-62.77,-66.76
A012200,계양전기,12,2011,Annual,2.82,17.04,2.39,32.96,52.07,102.45,6.49,52.07,38.93
A012200,계양전기,12,2012,Annual,2.02,18.20,1.10,16.01,40.67,101.11,4.89,40.67,29.41
A012200,계양전기,12,2013,Annual,2.28,19.64,2.35,36.13,43.98,102.41,5.10,43.98,34.97
A012200,계양전기,12,2014,Annual,2.27,19.42,1.45,24.50,43.61,101.48,4.91,43.61,38.24
A012200,계양전기,12,2015,Annual,3.26,19.76,2.42,41.78,63.21,102.48,6.86,63.21,56.36
A012200,계양전기,12,2016,Annual,5.00,20.96,4.21,81.53,112.40,104.40,11.31,112.40,95.32
A012200,계양전기,12,2017,Annual,2.28,20.46,3.28,65.57,56.92,103.39,5.42,56.92,42.96
A012200,계양전기,12,2018,Annual,2.11,19.03,2.36,50.69,47.55,102.42,4.46,47.55,45.30
A012200,계양전기,12,2019,Annual,-0.68,16.53,0.63,13.81,-24.92,100.63,-2.35,-24.92,-14.93
A012200,계양전기,12,2020,Annual,2.47,15.53,0.79,17.69,63.85,100.80,5.97,63.85,55.21
A012200,계양전기,12,2021,Annual,-1.63,15.62,0.75,16.78,-6.34,100.76,-0.58,-6.34,-36.54
A012200,계양전기,12,2022,Annual,-6.72,13.41,-2.91,-62.54,-173.10,97.17,-18.91,-173.10,-144.35
A090370,메타랩스,12,2011,Annual,0.32,63.87,4.05,119.52,40.59,104.22,2.87,40.59,9.57
A090370,메타랩스,12,2012,Annual,-19.38,66.50,1.96,46.40,-119.96,102.00,-10.79,-119.96,-459.43
A090370,메타랩스,12,2013,Annual,-7.84,64.22,2.27,47.07,-34.28,102.32,-4.25,-34.28,-162.63
A090370,메타랩스,12,2014,Annual,-3.16,65.31,1.71,29.28,-27.01,101.74,-3.74,-27.01,-54.15
A090370,메타랩스,12,2015,Annual,-31.65,45.83,-23.64,-351.54,-421.19,80.88,-88.17,-421.19,-470.60
A090370,메타랩스,12,2016,Annual,-58.80,23.39,-48.89,-169.24,-205.25,67.16,-183.97,-205.25,-203.53
A090370,메타랩스,12,2017,Annual,-141.39,31.00,-59.40,-69.55,-151.47,62.74,-129.22,-151.47,-165.56
A090370,메타랩스,12,2018,Annual,-29.58,40.20,-18.48,-46.84,-73.94,84.40,-26.68,-73.94,-72.33
A090370,메타랩스,12,2019,Annual,-29.19,33.48,-2.32,-8.33,-102.15,97.73,-37.52,-102.15,-102.91
A090370,메타랩스,12,2020,Annual,-39.48,48.98,0.66,1.12,-54.19,100.67,-28.05,-54.19,-64.24
A090370,메타랩스,12,2021,Annual,-49.92,45.32,-7.21,-6.15,-51.99,93.28,-32.56,-51.99,-42.17
A090370,메타랩스,12,2022,Annual,-18.30,42.40,-9.03,-4.13,-27.53,91.71,-20.18,-27.53,-8.26
A023150,MH에탄올,12,2011,Annual,-9.73,16.81,1.14,11.58,-72.49,101.15,-7.16,-72.49,-97.03
A023150,MH에탄올,12,2012,Annual,0.48,17.97,9.12,123.69,23.52,110.04,2.52,23.52,9.33
A023150,MH에탄올,12,2013,Annual,15.18,28.19,20.83,218.81,153.46,126.31,15.81,153.46,162.34
A023150,MH에탄올,12,2014,Annual,-0.41,24.24,17.85,194.24,101.50,121.73,9.26,101.50,-4.17
A023150,MH에탄올,12,2015,Annual,15.44,27.71,22.01,241.30,218.15,128.23,18.12,218.15,169.22
A023150,MH에탄올,12,2016,Annual,16.66,30.54,24.28,258.32,227.36,132.07,17.21,227.36,177.18
A023150,MH에탄올,12,2017,Annual,8.29,28.38,15.62,176.57,143.84,118.51,7.76,143.84,146.78
A023150,MH에탄올,12,2018,Annual,-16.53,26.47,1.69,26.72,-215.49,101.72,-9.98,-215.49,-12.96
A023150,MH에탄올,12,2019,Annual,-9.34,32.96,9.68,170.32,-118.67,110.72,-6.38,-118.67,-11.42
A023150,MH에탄올,12,2020,Annual,4.02,36.79,16.67,343.33,110.13,120.01,6.34,110.13,148.49
A023150,MH에탄올,12,2021,Annual,8.51,42.97,22.86,507.65,251.65,129.64,14.01,251.65,128.58
A023150,MH에탄올,12,2022,Annual,10.75,39.07,19.80,476.96,220.88,124.69,11.28,220.88,108.45
A072130,유엔젤,12,2011,Annual,1.68,42.73,4.03,30.23,28.43,104.20,2.30,28.43,21.83
A072130,유엔젤,12,2012,Annual,-18.59,46.14,-0.67,-5.04,-185.52,99.34,-16.30,-185.52,-136.46
A072130,유엔젤,12,2013,Annual,-8.44,46.76,3.85,28.10,-55.65,104.01,-5.49,-55.65,-53.78
A072130,유엔젤,12,2014,Annual,-27.24,43.07,-11.83,-63.48,-103.56,89.42,-11.64,-103.56,-146.41
A072130,유엔젤,12,2015,Annual,2.68,43.50,1.56,9.75,28.54,101.59,3.56,28.54,22.19
A072130,유엔젤,12,2016,Annual,-15.65,39.78,-15.59,-71.71,-70.56,86.51,-9.41,-70.56,-64.94
A072130,유엔젤,12,2017,Annual,-20.75,42.98,-3.08,-14.88,-58.52,97.02,-8.97,-58.52,-96.95
A072130,유엔젤,12,2018,Annual,5.49,46.60,8.99,45.65,31.57,109.87,5.16,31.57,27.08
A072130,유엔젤,12,2019,Annual,-19.39,41.26,-8.84,-35.57,-63.55,91.88,-10.98,-63.55,-75.43
A072130,유엔젤,12,2020,Annual,-4.27,49.15,4.43,18.18,-18.92,104.64,-3.52,-18.92,-9.19
A072130,유엔젤,12,2021,Annual,49.21,51.45,10.60,47.71,204.83,111.86,30.85,204.83,222.51
A072130,유엔젤,12,2022,Annual,7.35,49.74,2.82,12.82,32.45,102.90,4.04,32.45,33.45
A006570,대림통상,12,2011,Annual,-1.17,15.58,1.27,13.52,-7.75,101.29,-0.85,-7.75,-12.39
A006570,대림통상,12,2012,Annual,-4.51,13.33,0.37,3.75,-39.79,100.37,-4.56,-39.79,-44.96
A006570,대림통상,12,2013,Annual,-4.52,13.07,0.71,6.98,-41.15,100.72,-5.00,-41.15,-44.05
A006570,대림통상,12,2014,Annual,-0.95,13.86,1.78,18.06,-7.34,101.81,-0.93,-7.34,-9.60
A006570,대림통상,12,2015,Annual,-2.22,13.75,-1.37,-13.97,-18.54,98.65,-2.49,-18.54,-22.68
A006570,대림통상,12,2016,Annual,0.19,15.43,2.48,26.31,5.61,102.54,0.78,5.61,1.98
A006570,대림통상,12,2017,Annual,-2.18,14.88,1.01,12.12,-29.44,101.02,-4.25,-29.44,-26.41
A006570,대림통상,12,2018,Annual,-0.61,11.49,-0.52,-6.39,35.98,99.48,5.43,35.98,-6.87
A006570,대림통상,12,2019,Annual,-6.38,12.80,-1.35,-15.05,-59.29,98.67,-9.81,-59.29,-70.90
A006570,대림통상,12,2020,Annual,-8.18,12.73,-4.38,-41.71,-84.21,95.81,-16.45,-84.21,-77.30
A006570,대림통상,12,2021,Annual,0.22,16.89,1.90,17.92,7.67,101.93,1.65,7.67,1.74
A006570,대림통상,12,2022,Annual,2.20,19.58,3.99,42.32,20.09,104.16,4.22,20.09,23.07
A012280,영화금속,12,2011,Annual,2.56,10.04,5.13,49.11,37.57,105.41,20.01,37.57,24.36
A012280,영화금속,12,2012,Annual,3.08,11.57,6.02,49.01,31.21,106.41,16.26,31.21,24.93
A012280,영화금속,12,2013,Annual,3.07,10.55,4.27,29.99,29.22,104.47,14.76,29.22,21.51
A012280,영화금속,12,2014,Annual,4.51,12.25,5.76,39.14,39.05,106.11,18.17,39.05,30.62
A012280,영화금속,12,2015,Annual,7.37,16.24,9.38,66.26,66.68,110.35,28.46,66.68,52.05
A012280,영화금속,12,2016,Annual,5.91,14.61,6.92,45.89,49.33,107.44,18.53,49.33,39.16
A012280,영화금속,12,2017,Annual,2.58,10.61,4.00,30.59,22.98,104.17,7.87,22.98,19.75
A012280,영화금속,12,2018,Annual,0.45,6.77,0.47,4.53,2.08,100.47,0.70,2.08,4.37
A012280,영화금속,12,2019,Annual,0.11,7.58,0.87,8.55,1.96,100.88,0.66,1.96,1.12
A012280,영화금속,12,2020,Annual,-5.04,1.06,-3.38,-23.70,-37.04,96.73,-13.12,-37.04,-35.36
A012280,영화금속,12,2021,Annual,-7.86,-3.50,-6.94,-59.32,-75.23,93.51,-30.83,-75.23,-67.18
A012280,영화금속,12,2022,Annual,0.16,2.02,-0.39,-4.07,1.40,99.61,0.63,1.40,1.70
A005820,원림,12,2011,Annual,4.85,10.97,2.68,13.25,32.21,102.76,5.72,32.21,23.97
A005820,원림,12,2012,Annual,5.46,20.81,2.82,20.95,55.27,102.90,8.37,55.27,40.35
A005820,원림,12,2013,Annual,10.10,21.60,5.90,45.79,100.94,106.27,12.74,100.94,68.72
A005820,원림,12,2014,Annual,6.41,22.03,6.08,45.69,65.18,106.47,7.60,65.18,38.34
A005820,원림,12,2015,Annual,6.43,23.82,8.81,64.06,70.70,109.66,7.82,70.70,26.05
A005820,원림,12,2016,Annual,12.23,30.86,12.18,94.49,127.78,113.87,13.34,127.78,64.07
A005820,원림,12,2017,Annual,7.44,23.04,6.72,45.28,65.25,107.21,6.47,65.25,33.71
A005820,원림,12,2018,Annual,0.58,17.31,2.50,17.97,10.95,102.57,1.07,10.95,-8.10
A005820,원림,12,2019,Annual,5.50,20.49,5.29,38.02,53.30,105.59,5.12,53.30,26.96
A005820,원림,12,2020,Annual,26.77,24.35,7.93,49.31,216.28,108.62,19.05,216.28,145.42
A005820,원림,12,2021,Annual,3.42,18.17,4.01,28.39,27.95,104.17,2.34,27.95,12.53
A005820,원림,12,2022,Annual,11.25,19.14,4.15,29.60,66.95,104.33,5.51,66.95,62.66
A006200,한국전자홀딩스,12,2011,Annual,-4.46,9.44,-1.24,-29.06,-103.39,98.78,-8.18,-103.39,-104.79
A006200,한국전자홀딩스,12,2012,Annual,-14.64,3.64,-7.31,-133.05,-258.01,93.19,-23.72,-258.01,-266.67
A006200,한국전자홀딩스,12,2013,Annual,-3.49,9.55,-1.74,-30.09,-75.07,98.29,-8.15,-75.07,-59.04
A006200,한국전자홀딩스,12,2014,Annual,0.58,11.05,-0.18,-2.36,8.11,99.82,0.95,8.11,8.11
A006200,한국전자홀딩스,12,2015,Annual,-6.31,10.77,-1.72,-12.10,-12.36,98.31,-1.94,-12.36,-43.88
A006200,한국전자홀딩스,12,2016,Annual,-4.69,18.28,0.76,7.79,-7.35,100.76,-0.95,-7.35,-54.94
A006200,한국전자홀딩스,12,2017,Annual,2.03,19.25,2.53,26.69,17.59,102.60,1.63,17.59,18.87
A006200,한국전자홀딩스,12,2018,Annual,0.45,18.83,1.38,13.82,4.32,101.40,0.38,4.32,-1.00
A006200,한국전자홀딩스,12,2019,Annual,-10.96,13.57,-5.58,-51.73,-107.26,94.72,-9.91,-107.26,-53.25
A006200,한국전자홀딩스,12,2020,Annual,-15.71,18.15,-0.09,-0.84,-151.20,99.91,-15.73,-151.20,-23.90
A006200,한국전자홀딩스,12,2021,Annual,8.81,24.24,11.63,164.55,122.27,113.16,11.06,122.27,99.42
A006200,한국전자홀딩스,12,2022,Annual,9.64,22.22,9.27,128.32,136.30,110.22,9.74,136.30,69.15
A010770,평화홀딩스,12,2011,Annual,-2.30,5.24,-2.56,-188.35,-151.67,97.51,-5.89,-151.67,-117.61
A010770,평화홀딩스,12,2012,Annual,-0.63,9.34,1.92,150.10,-42.65,101.96,-1.79,-42.65,-45.60
A010770,평화홀딩스,12,2013,Annual,0.96,9.38,1.68,131.28,92.86,101.71,3.96,92.86,41.61
A010770,평화홀딩스,12,2014,Annual,-2.72,8.82,0.70,54.00,-213.67,100.71,-9.53,-213.67,-186.52
A010770,평화홀딩스,12,2015,Annual,0.20,9.40,0.93,72.96,61.46,100.94,2.84,61.46,7.28
A010770,평화홀딩스,12,2016,Annual,1.16,10.95,2.73,220.49,132.10,102.81,6.12,132.10,82.11
A010770,평화홀딩스,12,2017,Annual,-1.00,7.79,-1.09,-81.67,-49.92,98.93,-2.12,-49.92,-27.39
A010770,평화홀딩스,12,2018,Annual,-11.44,5.03,-4.47,-339.82,-856.61,95.72,-38.44,-856.61,-541.24
A010770,평화홀딩스,12,2019,Annual,-3.75,8.27,-0.61,-48.81,-314.73,99.39,-17.49,-314.73,-188.40
A010770,평화홀딩스,12,2020,Annual,-1.62,8.81,-0.59,-41.82,-86.27,99.42,-5.19,-86.27,-42.42
A010770,평화홀딩스,12,2021,Annual,-2.50,9.78,1.21,103.91,-193.43,101.23,-12.84,-193.43,-219.94
A010770,평화홀딩스,12,2022,Annual,-1.55,8.55,0.49,49.29,-172.45,100.49,-11.28,-172.45,-192.30
A002420,세기상사,12,2011,Annual,-11.22,10.68,-6.42,-18.99,-38.38,93.97,-2.50,-38.38,-33.19
A002420,세기상사,12,2012,Annual,-9.56,13.12,-5.19,-15.55,-36.65,95.06,-2.43,-36.65,-28.64
A002420,세기상사,12,2013,Annual,-40.48,-1.73,-20.89,-53.21,-72.39,82.72,-5.03,-72.39,-103.13
A002420,세기상사,12,2014,Annual,-25.78,0.45,-17.88,-48.57,-70.03,84.83,-5.17,-70.03,-70.03
A002420,세기상사,12,2015,Annual,-23.11,0.54,-16.27,-43.73,-62.10,86.01,-4.83,-62.10,-62.10
A002420,세기상사,12,2016,Annual,-20.90,3.58,-13.37,-35.86,-56.05,88.21,-4.60,-56.05,-56.05
A002420,세기상사,12,2017,Annual,1.69,6.52,-6.58,-18.18,5.29,93.83,0.45,5.29,4.66
A002420,세기상사,12,2018,Annual,-6.68,8.57,-7.46,-18.97,-14.59,93.06,-1.26,-14.59,-16.98
A002420,세기상사,12,2019,Annual,-18.29,4.28,-8.87,-22.40,-46.19,91.85,-4.11,-46.19,-46.19
A002420,세기상사,12,2020,Annual,-68.79,-28.24,-53.82,-59.01,-75.41,65.01,-7.13,-75.41,-75.41
A002420,세기상사,12,2021,Annual,-10.88,-0.69,-8.68,-76.17,-95.43,92.01,-9.91,-95.43,-95.43
A002420,세기상사,12,2022,Annual,-3.77,6.45,-2.34,-33.70,-63.53,97.71,-6.59,-63.53,-54.27
A005320,국동,12,2011,Annual,-4.67,13.04,0.17,2.38,-9.67,100.17,-101.45,-9.67,-65.42
A005320,국동,12,2012,Annual,3.72,18.42,4.92,338.87,217.78,105.17,57.24,217.78,256.52
A005320,국동,12,2013,Annual,2.71,16.42,3.73,257.57,210.00,103.88,36.26,210.00,187.01
A005320,국동,12,2014,Annual,4.78,17.65,5.45,438.29,385.19,105.77,40.50,385.19,384.29
A005320,국동,12,2015,Annual,3.07,17.44,5.08,368.64,310.44,105.35,24.35,310.44,222.98
A005320,국동,12,2016,Annual,3.15,18.60,5.35,398.24,367.47,105.65,23.50,367.47,234.07
A005320,국동,12,2017,Annual,-4.68,14.83,-3.06,-123.64,-210.02,97.03,-21.09,-210.02,-189.32
A005320,국동,12,2018,Annual,0.96,16.63,2.62,86.09,47.66,102.70,7.00,47.66,31.55
A005320,국동,12,2019,Annual,-2.03,15.32,-1.90,-41.12,-44.80,98.13,-8.13,-44.80,-43.77
