Symbol,Name,결산월,회계년,주기,당기순이익률(%),매출총이익증가율(전년동기)(%),영업이익률(%),자본금영업이익률(%),자본금세전계속사업이익률(%),*영업수익/영업비용(%),ROE(세전계속사업이익)(%),자본금세전계속사업이익률(%),자본금지배주주순이익률(%)
A115530,씨엔플러스,12,2017,Annual,-2.17,282.57,-1.10,-11.87,-25.88,98.91,-5.71,-25.88,-23.31
A115530,씨엔플러스,12,2018,Annual,-28.67,-33.60,-14.49,-104.17,-206.16,87.35,-52.68,-206.16,-206.16
A115530,씨엔플러스,12,2019,Annual,-31.64,-32.93,-6.41,-26.86,-132.67,93.98,-48.90,-132.67,-132.67
A115530,씨엔플러스,12,2020,Annual,-25.93,28.23,-5.30,-18.24,-90.94,94.97,-54.61,-90.94,-89.28
A115530,씨엔플러스,12,2021,Annual,-3.43,71.59,-0.44,-2.07,-15.97,99.56,-11.66,-15.97,-15.97
A115530,씨엔플러스,12,2022,Annual,4.04,13.73,3.21,20.34,25.56,103.32,16.15,25.56,25.56
A011080,형지I&C,12,2011,Annual,-10.04,-4.61,-8.79,-94.55,-107.57,91.92,-22.83,-107.57,-107.99
A011080,형지I&C,12,2012,Annual,-16.27,-15.19,-16.93,-177.42,-170.51,85.52,-51.30,-170.51,-170.51
A011080,형지I&C,12,2013,Annual,1.87,38.94,1.78,13.71,14.42,101.81,5.62,14.42,14.42
A011080,형지I&C,12,2014,Annual,1.88,39.97,2.29,15.67,11.56,102.35,4.42,11.56,12.85
A011080,형지I&C,12,2015,Annual,2.96,30.66,1.28,9.22,1.33,101.29,0.47,1.33,21.37
A011080,형지I&C,12,2016,Annual,-3.21,1.97,0.35,2.47,-24.71,100.35,-8.75,-24.71,-22.90
A011080,형지I&C,12,2017,Annual,-22.84,-21.85,-7.79,-45.38,-93.94,92.78,-46.28,-93.94,-133.14
A011080,형지I&C,12,2018,Annual,-5.73,6.53,-0.81,-4.53,-32.74,99.19,-26.87,-32.74,-31.97
A011080,형지I&C,12,2019,Annual,-0.09,-7.90,0.44,2.31,-0.29,100.44,-0.26,-0.29,-0.45
A011080,형지I&C,12,2020,Annual,-10.06,-38.97,-7.94,-27.37,-32.11,92.65,-32.59,-32.11,-34.70
A011080,형지I&C,12,2021,Annual,-6.06,4.89,-4.43,-14.90,-20.28,95.76,-28.48,-20.28,-20.37
A011080,형지I&C,12,2022,Annual,-0.93,19.76,3.39,14.84,-3.20,103.51,-2.51,-3.20,-4.06
A071460,위니아,12,2011,Annual,3.35,17.52,5.27,238.39,202.81,105.57,53.62,202.81,151.40
A071460,위니아,12,2012,Annual,3.82,-4.44,5.36,216.68,198.72,105.66,39.02,198.72,154.56
A071460,위니아,12,2013,Annual,2.69,20.13,4.08,200.53,171.28,104.25,26.58,171.28,132.42
A071460,위니아,12,2014,Annual,-5.47,-28.85,-6.10,-271.27,-303.66,94.25,-52.51,-303.66,-243.32
A071460,위니아,12,2015,Annual,2.72,39.96,3.77,191.32,160.34,103.92,31.01,160.34,138.06
A071460,위니아,12,2016,Annual,0.57,1.49,1.75,75.21,27.87,101.78,3.88,27.87,24.49
A071460,위니아,12,2017,Annual,0.80,17.15,1.82,60.55,28.49,101.85,4.31,28.49,26.75
A071460,위니아,12,2018,Annual,-2.40,-11.24,-0.22,-6.79,-73.50,99.78,-15.16,-73.50,-80.73
A071460,위니아,12,2019,Annual,1.47,22.97,2.75,114.80,62.17,102.83,11.58,62.17,25.99
A071460,위니아,12,2020,Annual,3.47,21.22,5.68,276.58,219.34,106.02,33.73,219.34,68.83
A071460,위니아,12,2021,Annual,1.78,20.69,4.07,238.00,156.57,104.24,26.14,156.57,36.66
A071460,위니아,12,2022,Annual,-9.22,-35.69,-9.41,-409.19,-454.22,91.40,-70.74,-454.22,-444.13
A217620,디딤이앤에프,12,2011,Annual,,,,,,,,,
A217620,디딤이앤에프,12,2012,Annual,,,,,,,,,
A217620,디딤이앤에프,12,2013,Annual,,,,,,,,,
A217620,디딤이앤에프,12,2014,Annual,1.30,,3.09,,,103.19,,,
A217620,디딤이앤에프,12,2015,Annual,1.35,34.47,3.90,538.25,288.96,104.06,15.53,288.96,233.25
A217620,디딤이앤에프,12,2016,Annual,5.87,36.65,7.95,340.21,278.52,108.63,40.83,278.52,245.50
A217620,디딤이앤에프,12,2017,Annual,3.37,6.20,2.22,48.55,96.66,102.27,13.71,96.66,74.78
A217620,디딤이앤에프,12,2018,Annual,2.69,42.36,4.58,123.19,101.81,104.80,11.34,101.81,74.84
A217620,디딤이앤에프,12,2019,Annual,1.08,19.41,2.79,94.42,19.84,102.87,2.22,19.84,37.81
A217620,디딤이앤에프,12,2020,Annual,-34.69,-37.52,-16.39,-358.48,-783.15,85.92,-152.68,-783.15,-758.69
A217620,디딤이앤에프,12,2021,Annual,-8.92,-15.62,-9.54,-161.57,-103.08,91.29,-54.91,-103.08,-151.07
A217620,디딤이앤에프,12,2022,Annual,-14.43,-4.53,-8.71,-116.10,-107.34,91.99,-48.97,-107.34,-192.28
A223310,딥마인드,12,2011,Annual,,,,,,,,,
A223310,딥마인드,12,2012,Annual,,,,,,,,,
A223310,딥마인드,12,2013,Annual,1.71,,0.77,,,100.77,,,
A223310,딥마인드,12,2014,Annual,8.00,298.87,8.36,233.75,240.58,109.12,134.70,240.58,208.86
A223310,딥마인드,12,2015,Annual,8.56,106.92,11.04,261.48,231.87,112.41,36.72,231.87,202.57
A223310,딥마인드,12,2016,Annual,-6.84,-69.84,-10.74,-108.14,-97.93,90.30,-11.61,-97.93,-68.89
A223310,딥마인드,12,2017,Annual,-182.01,적전,-102.49,-276.46,-460.77,49.38,-123.19,-460.77,-485.28
A223310,딥마인드,12,2018,Annual,-208.63,흑전,-43.88,-55.20,-168.07,69.50,-70.77,-168.07,-251.22
A223310,딥마인드,12,2019,Annual,-39.44,84.04,0.81,0.60,3.54,100.81,1.41,3.54,-26.24
A223310,딥마인드,12,2020,Annual,-152.93,-71.22,-70.28,-62.90,-133.30,58.73,-33.80,-133.30,-136.88
A223310,딥마인드,12,2021,Annual,-50.14,181.16,-26.62,-359.00,-438.19,78.98,-23.96,-438.19,-676.23
A223310,딥마인드,12,2022,Annual,-10.93,278.53,2.05,29.19,-119.08,102.09,-7.89,-119.08,-155.87
A106240,파인테크닉스,12,2011,Annual,6.46,31.94,3.49,286.46,618.92,103.62,26.84,618.92,191.19
A106240,파인테크닉스,12,2012,Annual,3.68,53.91,6.17,435.03,286.01,106.58,17.21,286.01,115.06
A106240,파인테크닉스,12,2013,Annual,-7.55,-54.42,-3.40,-111.08,-253.61,96.71,-25.77,-253.61,-184.72
A106240,파인테크닉스,12,2014,Annual,3.70,54.78,4.95,135.45,86.71,105.20,10.98,86.71,115.56
A106240,파인테크닉스,12,2015,Annual,2.81,-42.85,4.65,48.73,31.75,104.88,4.10,31.75,38.74
A106240,파인테크닉스,12,2016,Annual,0.45,-15.60,0.29,3.82,-15.05,100.29,-1.92,-15.05,7.42
A106240,파인테크닉스,12,2017,Annual,-24.23,-82.69,-15.38,-157.71,-252.17,86.67,-39.92,-252.17,-240.71
A106240,파인테크닉스,12,2018,Annual,-16.32,394.60,-14.48,-103.83,-119.81,87.35,-27.89,-119.81,-121.32
A106240,파인테크닉스,12,2019,Annual,-1.69,-33.08,6.30,40.03,3.53,106.72,0.92,3.53,1.51
A106240,파인테크닉스,12,2020,Annual,3.72,116.80,5.93,46.71,43.66,106.30,11.61,43.66,25.21
A106240,파인테크닉스,12,2021,Annual,106.33,-49.64,5.64,12.82,16.11,105.97,2.99,16.11,230.83
A106240,파인테크닉스,12,2022,Annual,488.54,-14.07,1.41,4.74,168.46,101.43,19.50,168.46,"1,640.37"
A115570,스타플렉스,12,2011,Annual,-3.75,-61.18,-1.80,-139.10,-200.78,98.23,-7.34,-200.78,-145.52
A115570,스타플렉스,12,2012,Annual,-5.97,154.13,1.50,144.38,-408.46,101.53,-17.71,-408.46,-389.55
A115570,스타플렉스,12,2013,Annual,-0.06,-7.52,6.16,228.50,50.60,106.57,2.40,50.60,40.80
A115570,스타플렉스,12,2014,Annual,-1.46,-7.55,6.25,198.44,-48.33,106.66,-2.29,-48.33,8.44
A115570,스타플렉스,12,2015,Annual,-5.97,7.00,10.04,276.73,-209.19,111.16,-10.69,-209.19,-73.87
A115570,스타플렉스,12,2016,Annual,7.33,12.23,11.86,329.51,229.26,113.46,11.87,229.26,223.61
A115570,스타플렉스,12,2017,Annual,-9.95,-33.72,2.99,80.56,-282.62,103.08,-15.39,-282.62,-204.70
A115570,스타플렉스,12,2018,Annual,6.83,-15.79,0.39,11.57,-27.11,100.39,-1.52,-27.11,166.48
A115570,스타플렉스,12,2019,Annual,-6.70,19.53,1.44,41.27,-65.10,101.46,-3.66,-65.10,-194.64
A115570,스타플렉스,12,2020,Annual,-10.14,-53.39,-6.44,-123.98,-189.69,93.95,-12.41,-189.69,-193.63
A115570,스타플렉스,12,2021,Annual,8.19,61.11,-4.41,-95.73,58.07,95.77,3.63,58.07,134.80
A115570,스타플렉스,12,2022,Annual,6.28,78.20,3.81,99.29,130.73,103.96,7.00,130.73,164.03
A230980,비유테크놀러지,12,2011,Annual,,,,,,,,,
A230980,비유테크놀러지,12,2012,Annual,9.30,,8.98,,,109.87,,,
A230980,비유테크놀러지,12,2013,Annual,0.30,-29.19,0.51,2.32,2.42,100.51,1.04,2.42,1.34
A230980,비유테크놀러지,12,2014,Annual,2.65,N/A(IFRS),4.12,N/A(IFRS),N/A(IFRS),104.30,N/A(IFRS),N/A(IFRS),N/A(IFRS)
A230980,비유테크놀러지,12,2015,Annual,15.29,162.23,16.38,168.04,185.70,119.59,49.62,185.70,156.79
A230980,비유테크놀러지,12,2016,Annual,-26.10,-39.36,6.74,73.33,-278.39,107.22,-33.16,-278.39,-284.14
A230980,비유테크놀러지,12,2017,Annual,7.88,45.25,12.59,156.80,120.37,114.40,11.32,120.37,98.17
A230980,비유테크놀러지,12,2018,Annual,-7.62,-70.22,-20.64,-146.09,-211.21,82.89,-13.90,-211.21,-74.80
A230980,비유테크놀러지,12,2019,Annual,-88.50,158.03,-10.01,-102.51,-749.71,90.90,-57.20,-749.71,-893.65
A230980,비유테크놀러지,12,2020,Annual,-6.29,39.71,5.35,38.99,-45.85,105.65,-3.96,-45.85,-46.82
A230980,비유테크놀러지,12,2021,Annual,-89.19,-70.42,-36.23,-89.91,-177.73,73.40,-25.58,-177.73,-214.20
A230980,비유테크놀러지,12,2022,Annual,-117.38,적전,-46.19,-101.77,-201.58,68.40,-49.78,-201.58,-248.27
A073540,에프알텍,12,2011,Annual,-4.66,-48.60,-12.40,-58.53,-41.43,88.96,-5.48,-41.43,-21.97
A073540,에프알텍,12,2012,Annual,11.52,518.59,13.04,362.53,382.76,115.00,42.23,382.76,320.30
A073540,에프알텍,12,2013,Annual,14.65,-7.03,16.71,325.89,342.64,120.06,28.30,342.64,285.65
A073540,에프알텍,12,2014,Annual,8.14,-40.98,7.05,53.21,77.81,107.58,8.34,77.81,62.00
A073540,에프알텍,12,2015,Annual,0.52,-23.10,-1.07,-8.05,-1.49,98.94,-0.21,-1.49,4.13
A073540,에프알텍,12,2016,Annual,-18.82,-49.74,-23.17,-89.16,-96.75,81.19,-14.02,-96.75,-72.41
A073540,에프알텍,12,2017,Annual,-11.74,12.29,-25.08,-102.13,-60.96,79.95,-9.68,-60.96,-47.83
A073540,에프알텍,12,2018,Annual,-6.49,16.04,-11.88,-51.29,-40.06,89.38,-6.77,-40.06,-28.04
A073540,에프알텍,12,2019,Annual,-6.48,34.30,-4.40,-20.19,-17.88,95.78,-3.17,-17.88,-29.74
A073540,에프알텍,12,2020,Annual,-15.95,-10.68,-5.21,-22.25,-25.66,95.05,-4.59,-25.66,-68.14
A073540,에프알텍,12,2021,Annual,1.08,-27.23,-14.07,-53.39,-30.80,87.66,-4.58,-30.80,4.09
A073540,에프알텍,12,2022,Annual,43.19,-44.31,-24.06,-78.71,-94.86,80.61,-10.77,-94.86,141.61
A900280,골든센츄리,12,2011,Annual,,,,,,,,,
A900280,골든센츄리,12,2012,Annual,,,,,,,,,
A900280,골든센츄리,12,2013,Annual,,,,,,,,,
A900280,골든센츄리,12,2014,Annual,22.75,,31.35,,,145.66,,,
A900280,골든센츄리,12,2015,Annual,18.50,17.78,25.70,829.75,823.76,134.59,42.42,823.76,575.27
A900280,골든센츄리,12,2016,Annual,20.09,23.11,27.55,440.50,430.18,138.02,31.24,430.18,321.29
A900280,골든센츄리,12,2017,Annual,18.03,13.98,25.06,416.90,408.64,133.44,24.48,408.64,299.96
A900280,골든센츄리,12,2018,Annual,24.03,-15.16,27.72,192.04,194.00,138.35,17.47,194.00,166.49
A900280,골든센츄리,12,2019,Annual,19.19,25.71,26.02,108.69,105.06,135.18,14.71,105.06,80.16
A900280,골든센츄리,12,2020,Annual,15.31,12.94,26.13,95.84,80.32,135.38,12.42,80.32,56.16
A900280,골든센츄리,12,2021,Annual,13.39,-26.06,19.79,58.96,55.74,124.67,8.35,55.74,39.91
A900280,골든센츄리,12,2022,Annual,6.59,-54.87,7.16,10.70,15.50,107.71,2.46,15.50,9.85
A078860,아이오케이,12,2011,Annual,-0.49,246.43,6.65,8.68,6.77,107.12,18.87,6.77,-0.64
A078860,아이오케이,12,2012,Annual,2.63,20.52,6.04,30.54,13.29,106.42,8.06,13.29,13.29
A078860,아이오케이,12,2013,Annual,-12.04,-17.70,-5.28,-17.86,-40.72,94.99,-22.98,-40.72,-40.72
A078860,아이오케이,12,2014,Annual,-89.45,-90.90,-56.12,-80.23,-127.87,64.05,-78.85,-127.87,-127.87
A078860,아이오케이,12,2015,Annual,15.03,"1,132.93",14.45,23.74,-9.51,116.89,-2.22,-9.51,24.69
A078860,아이오케이,12,2016,Annual,-35.41,-50.95,-16.26,-21.88,-47.65,86.01,-7.45,-47.65,-47.65
A078860,아이오케이,12,2017,Annual,-23.80,75.79,-0.80,-1.17,-34.93,99.21,-5.87,-34.93,-34.06
A078860,아이오케이,12,2018,Annual,-44.65,-40.80,-19.33,-34.66,-80.07,83.80,-16.41,-80.07,-79.11
A078860,아이오케이,12,2019,Annual,-30.32,41.10,1.59,1.95,-40.19,101.62,-8.96,-40.19,-38.44
A078860,아이오케이,12,2020,Annual,-8.33,-29.48,-14.07,-11.10,-11.09,87.66,-2.84,-11.09,-15.22
A078860,아이오케이,12,2021,Annual,-168.80,-61.86,-38.99,-22.42,-97.00,71.95,-29.07,-97.00,-97.08
A078860,아이오케이,12,2022,Annual,-307.87,-67.25,-57.01,-22.84,-120.79,63.69,-45.81,-120.79,-123.34
A026910,광진실업,12,2011,Annual,5.52,30.16,7.36,183.63,172.00,107.94,20.65,172.00,137.76
A026910,광진실업,12,2012,Annual,1.59,-43.26,2.54,58.16,43.12,102.61,4.81,43.12,36.50
A026910,광진실업,12,2013,Annual,-1.03,-31.79,-0.20,-3.51,-17.57,99.80,-1.98,-17.57,-18.17
A026910,광진실업,12,2014,Annual,1.34,22.44,2.47,36.03,19.57,102.53,2.22,19.57,19.53
A026910,광진실업,12,2015,Annual,-0.30,-25.97,-0.55,-7.22,-7.42,99.45,-0.84,-7.42,-3.92
A026910,광진실업,12,2016,Annual,-0.05,7.80,0.25,3.00,-0.74,100.25,-0.08,-0.74,-0.58
A026910,광진실업,12,2017,Annual,1.28,7.19,1.79,23.75,21.89,101.82,2.44,21.89,16.93
A026910,광진실업,12,2018,Annual,0.61,-8.41,0.68,9.22,10.84,100.68,1.19,10.84,8.33
A026910,광진실업,12,2019,Annual,-2.28,-24.71,-2.81,-37.77,-38.93,97.26,-4.36,-38.93,-30.57
A026910,광진실업,12,2020,Annual,-7.41,-4.76,-5.63,-75.50,-81.71,94.67,-9.89,-81.71,-99.42
A026910,광진실업,12,2021,Annual,2.12,127.20,2.04,34.85,36.11,102.09,4.55,36.11,36.11
A026910,광진실업,12,2022,Annual,1.94,2.03,0.99,18.27,1.37,101.00,0.16,1.37,35.78
A050090,비케이홀딩스,12,2011,Annual,-10.44,-15.17,2.29,5.59,-23.88,102.34,-16.66,-23.88,-25.52
A050090,비케이홀딩스,12,2012,Annual,14.55,39.37,3.23,7.01,32.23,103.34,21.31,32.23,31.37
A050090,비케이홀딩스,12,2013,Annual,-15.16,-61.84,24.99,9.99,-0.90,133.32,-0.55,-0.90,-6.40
A050090,비케이홀딩스,12,2014,Annual,-115.83,-23.34,8.47,4.11,-11.19,109.25,-8.53,-11.19,-56.34
A050090,비케이홀딩스,12,2015,Annual,-28.26,18.90,0.66,0.50,-4.55,100.66,-4.95,-4.55,-21.53
A050090,비케이홀딩스,12,2016,Annual,-7.96,72.48,2.74,3.96,-11.49,102.82,-13.44,-11.49,-11.49
A050090,비케이홀딩스,12,2017,Annual,-6.36,-42.21,-1.94,-2.21,-7.90,98.09,-8.84,-7.90,-7.22
A050090,비케이홀딩스,12,2018,Annual,-26.25,-27.16,-7.38,-2.33,3.30,93.12,3.89,3.30,-8.28
A050090,비케이홀딩스,12,2019,Annual,-20.95,4.11,1.79,0.48,0.96,101.82,1.20,0.96,-5.68
A050090,비케이홀딩스,12,2020,Annual,-43.43,-52.61,-13.57,-3.70,-9.60,88.05,-12.87,-9.60,-11.84
A050090,비케이홀딩스,12,2021,Annual,-32.30,적전,-32.86,-7.82,-7.69,75.27,-11.46,-7.69,-7.69
A050090,비케이홀딩스,12,2022,Annual,-36.02,흑전,2.20,0.47,-2.22,102.25,-3.72,-2.22,-7.73
A031860,에스유홀딩스,12,2011,Annual,-5.32,-27.36,-0.64,-4.38,-29.89,99.37,-7.92,-29.89,-23.64
A031860,에스유홀딩스,12,2012,Annual,-111.11,-96.91,-64.13,-10.95,-18.96,60.93,-8.41,-18.96,-18.96
A031860,에스유홀딩스,12,2013,Annual,-33.77,-32.62,-45.31,-7.87,-5.87,68.82,-7.12,-5.87,-5.87
A031860,에스유홀딩스,12,2014,Annual,12.65,700.73,3.37,1.35,5.07,103.49,5.94,5.07,5.07
A031860,에스유홀딩스,12,2015,Annual,-47.49,-17.43,-14.62,-13.52,-43.89,87.24,-33.11,-43.89,-43.97
A031860,에스유홀딩스,12,2016,Annual,-152.29,-92.15,-100.81,-115.06,-132.45,49.80,-42.65,-132.45,-171.18
A031860,에스유홀딩스,12,2017,Annual,-250.72,-44.93,-166.56,-93.05,-87.01,37.52,-37.05,-87.01,-136.17
A031860,에스유홀딩스,12,2018,Annual,-43.54,"1,540.00",-34.94,-34.58,-43.08,74.11,-23.78,-43.08,-34.77
A031860,에스유홀딩스,12,2019,Annual,-47.51,-36.50,-51.32,-70.25,-65.03,66.09,-36.43,-65.03,-54.08
A031860,에스유홀딩스,12,2020,Annual,-99.84,32.21,-40.83,-33.47,-81.86,71.01,-42.90,-81.86,-74.34
A031860,에스유홀딩스,12,2021,Annual,-72.81,51.56,-34.89,-28.01,-54.98,74.13,-34.34,-54.98,-55.24
A031860,에스유홀딩스,12,2022,Annual,-181.98,-6.61,-77.55,-17.95,-36.44,56.32,-26.80,-36.44,-40.22
A096870,엘디티,12,2011,Annual,10.23,83.82,9.45,92.32,96.12,110.43,15.44,96.12,99.98
A096870,엘디티,12,2012,Annual,5.33,-48.14,2.61,24.95,15.56,102.68,2.22,15.56,50.87
A096870,엘디티,12,2013,Annual,-50.80,적전,-33.77,-95.90,-139.12,74.75,-21.24,-139.12,-144.23
A096870,엘디티,12,2014,Annual,-40.81,적지,-48.38,-103.73,-111.64,67.40,-20.68,-111.64,-87.50
A096870,엘디티,12,2015,Annual,3.87,흑전,2.55,7.21,8.69,102.61,1.73,8.69,10.95
A096870,엘디티,12,2016,Annual,-31.40,-66.14,-18.99,-43.41,-51.84,84.04,-10.95,-51.84,-71.77
A096870,엘디티,12,2017,Annual,-40.33,19.74,-10.59,-29.62,-69.96,90.42,-18.34,-69.96,-112.77
A096870,엘디티,12,2018,Annual,5.95,139.81,3.76,8.09,12.80,103.91,3.86,12.80,12.80
A096870,엘디티,12,2019,Annual,-20.11,-32.41,-19.19,-39.98,-41.89,83.90,-13.22,-41.89,-41.89
A096870,엘디티,12,2020,Annual,11.16,113.44,12.85,46.52,40.38,114.75,12.78,40.38,40.38
A096870,엘디티,12,2021,Annual,18.01,1.98,15.01,55.69,66.78,117.67,18.06,66.78,66.78
A096870,엘디티,12,2022,Annual,16.66,-9.67,12.65,44.44,43.14,114.48,9.98,43.14,58.52
A043360,디지아이,12,2011,Annual,0.57,-31.35,-3.85,-23.06,3.76,96.29,0.32,3.76,3.43
A043360,디지아이,12,2012,Annual,2.82,13.33,0.09,0.63,16.61,100.09,1.43,16.61,19.29
A043360,디지아이,12,2013,Annual,-5.50,-31.04,-10.80,-58.93,-33.73,90.25,-2.94,-33.73,-30.01
A043360,디지아이,12,2014,Annual,6.01,33.16,0.09,0.55,33.06,100.09,2.90,33.06,35.54
A043360,디지아이,12,2015,Annual,-1.08,-14.88,-9.47,-47.03,-22.34,91.35,-1.95,-22.34,-5.37
A043360,디지아이,12,2016,Annual,-11.75,-20.78,-8.78,-37.01,-27.37,91.93,-2.47,-27.37,-49.57
A043360,디지아이,12,2017,Annual,2.19,27.71,2.18,12.01,3.02,102.23,0.28,3.02,12.02
A043360,디지아이,12,2018,Annual,-2.81,-13.47,-7.12,-33.35,-16.59,93.35,-1.55,-16.59,-13.15
A043360,디지아이,12,2019,Annual,-21.90,-35.10,-21.47,-73.34,-62.34,82.32,-6.03,-62.34,-74.79
A043360,디지아이,12,2020,Annual,4.42,54.42,2.88,9.90,15.19,102.97,1.49,15.19,15.19
A043360,디지아이,12,2021,Annual,-4.29,-26.02,-9.76,-31.65,-13.92,91.11,-1.37,-13.92,-13.92
A043360,디지아이,12,2022,Annual,4.28,52.30,1.38,4.92,15.28,101.40,1.53,15.28,15.28
A900300,오가닉티코스메틱,12,2011,Annual,,,,,,,,,
A900300,오가닉티코스메틱,12,2012,Annual,,,,,,,,,
A900300,오가닉티코스메틱,12,2013,Annual,,,,,,,,,
A900300,오가닉티코스메틱,12,2014,Annual,17.89,,26.34,,,135.76,,,
A900300,오가닉티코스메틱,12,2015,Annual,25.45,31.45,28.09,"1,275.90","1,635.22",139.07,65.43,"1,635.22","1,155.93"
A900300,오가닉티코스메틱,12,2016,Annual,20.77,18.91,27.03,137.74,151.03,137.05,35.04,151.03,105.83
A900300,오가닉티코스메틱,12,2017,Annual,21.87,28.06,30.71,104.07,102.93,144.32,31.00,102.93,74.12
A900300,오가닉티코스메틱,12,2018,Annual,18.36,19.82,25.42,107.94,110.20,134.09,27.47,110.20,77.94
A900300,오가닉티코스메틱,12,2019,Annual,10.61,22.10,15.32,80.67,80.97,118.09,17.65,80.97,55.90
A900300,오가닉티코스메틱,12,2020,Annual,2.61,0.29,4.58,20.08,20.78,104.80,4.89,20.78,11.42
A900300,오가닉티코스메틱,12,2021,Annual,2.93,-8.41,6.25,15.51,14.48,106.67,4.45,14.48,7.26
A900300,오가닉티코스메틱,12,2022,Annual,-42.08,-34.00,-28.32,-38.84,-37.19,77.93,-16.12,-37.19,-57.71
A101680,한국정밀기계,12,2011,Annual,5.47,-26.78,8.59,300.81,246.89,109.39,6.82,246.89,191.67
A101680,한국정밀기계,12,2012,Annual,2.23,-49.12,0.15,3.61,44.55,100.15,1.20,44.55,53.23
A101680,한국정밀기계,12,2013,Annual,-7.58,-64.05,-6.21,-71.00,-114.90,94.16,-3.12,-114.90,-86.67
A101680,한국정밀기계,12,2014,Annual,-19.18,적전,-26.21,-372.78,-357.01,79.23,-10.34,-357.01,-272.81
A101680,한국정밀기계,12,2015,Annual,-36.84,적지,-46.68,-395.21,-403.29,68.17,-12.78,-403.29,-311.91
A101680,한국정밀기계,12,2016,Annual,-92.29,적지,-31.81,-174.13,-481.74,75.87,-17.17,-481.74,-505.16
A101680,한국정밀기계,12,2017,Annual,-61.49,적지,-30.87,-328.30,-442.99,76.41,-19.97,-442.99,-653.97
A101680,한국정밀기계,12,2018,Annual,-43.20,적지,-34.91,-356.28,-431.05,74.12,-26.78,-431.05,-440.82
A101680,한국정밀기계,12,2019,Annual,-2.71,흑전,-3.20,-34.43,-33.15,96.90,-2.44,-33.15,-29.25
A101680,한국정밀기계,12,2020,Annual,-75.54,적전,-73.40,-299.89,-308.64,57.67,-25.90,-308.64,-308.64
A101680,한국정밀기계,12,2021,Annual,-73.63,적지,-73.80,-259.62,-259.02,57.54,-23.74,-259.02,-259.02
A101680,한국정밀기계,12,2022,Annual,1.22,흑전,3.59,36.11,12.24,103.72,1.06,12.24,12.24
A192410,휴림네트웍스,12,2011,Annual,9.90,N/A(IFRS),11.73,N/A(IFRS),N/A(IFRS),113.29,N/A(IFRS),N/A(IFRS),N/A(IFRS)
A192410,휴림네트웍스,12,2012,Annual,10.45,70.87,11.39,536.89,553.63,112.85,35.43,553.63,492.70
A192410,휴림네트웍스,12,2013,Annual,9.36,-41.16,8.53,249.10,280.34,109.33,14.41,280.34,273.16
A192410,휴림네트웍스,12,2014,Annual,10.44,63.49,11.45,446.50,466.89,112.93,20.41,466.89,406.98
A192410,휴림네트웍스,12,2015,Annual,4.76,-61.70,1.30,22.99,74.64,101.32,3.75,74.64,83.88
A192410,휴림네트웍스,12,2016,Annual,-21.73,적전,-34.31,-289.99,-272.92,74.45,-17.14,-272.92,-183.68
A192410,휴림네트웍스,12,2017,Annual,-9.25,흑전,3.99,19.61,-3.42,104.15,-0.63,-3.42,-45.90
A192410,휴림네트웍스,12,2018,Annual,-14.25,12.00,-10.91,-29.83,-28.20,90.17,-7.21,-28.20,-41.76
A192410,휴림네트웍스,12,2019,Annual,9.46,31.40,11.65,30.60,35.14,113.18,9.04,35.14,9.41
A192410,휴림네트웍스,12,2020,Annual,-89.99,-98.45,-86.68,-92.88,-110.32,53.57,-35.22,-110.32,-77.03
A192410,휴림네트웍스,12,2021,Annual,11.34,"5,273.79",12.52,23.31,26.25,114.31,10.23,26.25,21.12
A192410,휴림네트웍스,12,2022,Annual,-91.66,-56.24,-76.01,-88.55,-101.66,56.81,-37.46,-101.66,-106.79
A449020,유안타제13호스팩,12,2011,Annual,,,,,,,,,
A449020,유안타제13호스팩,12,2012,Annual,,,,,,,,,
A449020,유안타제13호스팩,12,2013,Annual,,,,,,,,,
A449020,유안타제13호스팩,12,2014,Annual,,,,,,,,,
A449020,유안타제13호스팩,12,2015,Annual,,,,,,,,,
A449020,유안타제13호스팩,12,2016,Annual,,,,,,,,,
A449020,유안타제13호스팩,12,2017,Annual,,,,,,,,,
A449020,유안타제13호스팩,12,2018,Annual,,,,,,,,,
A449020,유안타제13호스팩,12,2019,Annual,,,,,,,,,
A449020,유안타제13호스팩,12,2020,Annual,,,,,,,,,
A449020,유안타제13호스팩,12,2021,Annual,,,,,,,,,
A449020,유안타제13호스팩,12,2022,Annual,,,,,,0.00,,,
A069140,누리플랜,12,2011,Annual,5.52,-0.54,6.29,173.56,194.80,106.71,15.49,194.80,152.53
A069140,누리플랜,12,2012,Annual,-2.57,-37.60,-3.99,-83.50,-67.70,96.16,-5.23,-67.70,-53.82
A069140,누리플랜,12,2013,Annual,-8.18,-45.38,-9.65,-171.71,-167.70,91.20,-13.78,-167.70,-145.53
A069140,누리플랜,12,2014,Annual,-32.10,-86.28,-24.29,-327.55,-428.23,80.46,-45.25,-428.23,-432.82
A069140,누리플랜,12,2015,Annual,1.50,996.08,3.82,54.08,21.30,103.97,2.85,21.30,21.30
A069140,누리플랜,12,2016,Annual,6.89,-7.61,2.11,31.98,82.17,102.16,10.18,82.17,104.47
A069140,누리플랜,12,2017,Annual,-0.04,14.97,1.35,20.77,-3.06,101.37,-0.35,-3.06,1.22
A069140,누리플랜,12,2018,Annual,0.78,16.74,-4.86,-97.59,48.84,95.36,5.37,48.84,22.17
